action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
0,0,0,459,32,155,315,20
260,127,0,83,27,147,313,14
74,279,0,0,42,139,311,8
99,0,0,227,58,131,309,2
208,0,0,0,70,123,307,0
0,11,0,395,80,115,305,0
106,86,285,0,75,118,303,15
0,27,322,0,80,110,301,9
308,84,104,0,75,123,320,3
0,0,0,401,70,115,318,0
253,129,86,1,65,107,316,12
121,0,0,202,81,99,314,6
0,196,0,155,97,91,312,0
34,451,0,0,92,98,310,15
0,0,0,257,93,90,308,9
0,0,401,0,88,82,306,24
0,0,80,395,83,74,325,18
0,0,0,423,78,66,344,33
0,465,0,0,73,58,342,27
0,311,0,0,68,71,340,21
0,0,443,16,63,84,338,15
0,453,26,0,58,76,357,25
238,0,65,81,53,73,360,19
0,189,0,83,64,65,358,13
0,368,0,0,59,78,356,28
105,109,0,0,54,70,354,22
153,220,0,0,70,62,352,16
371,0,0,0,86,54,350,10
101,0,350,0,102,46,348,4
0,0,335,54,116,38,346,0
0,0,0,469,111,30,359,15
404,0,0,24,106,22,357,15
115,0,79,29,122,14,355,9
151,29,0,204,138,6,353,3
423,0,0,0,149,0,351,0
0,112,344,0,151,0,349,0
0,0,43,289,146,7,354,0
191,0,241,0,141,0,359,7
0,0,449,33,142,0,357,1
0,0,0,318,137,0,363,8
244,0,30,170,132,0,361,7
0,0,161,105,140,0,359,1
0,0,380,0,135,0,365,8
5,0,335,141,130,0,368,2
138,25,0,245,130,0,370,4
199,71,0,0,132,0,368,0
288,0,0,33,134,0,366,0
0,0,0,266,136,0,364,0
318,81,0,0,131,0,362,7
0,295,0,123,139,0,360,1
0,345,72,0,134,8,358,8
6,0,197,92,129,13,369,2
0,27,156,0,128,5,367,0
127,0,194,0,123,12,377,0
0,0,380,73,121,4,375,0
0,152,0,180,116,0,384,11
0,141,0,335,111,2,382,7
0,336,0,162,106,13,380,14
0,157,0,327,101,13,378,16
0,48,0,374,96,18,376,23
0,0,447,0,91,18,374,25
107,191,0,0,86,10,385,19
453,0,0,0,102,2,383,13
306,0,36,0,112,0,381,7
110,133,0,0,120,0,379,1
0,38,333,60,123,0,377,0
0,80,13,315,118,7,382,7
0,350,0,88,113,6,386,7
54,1,28,0,108,7,384,8
0,0,371,123,116,0,382,2
405,0,0,42,111,0,389,9
0,407,0,0,110,0,387,3
439,0,0,0,105,10,385,0
309,18,0,0,115,2,383,0
157,259,0,0,119,0,381,0
111,213,0,41,121,0,379,0
161,283,12,0,123,0,377,0
0,414,0,76,125,0,375,0
40,0,46,377,120,7,373,7
396,0,0,0,0,0,0,0
219,0,240,4,396,0,0,0
0,0,205,0,500,0,0,0
246,85,0,0,495,0,5,0
136,147,0,211,497,0,3,0
0,0,265,165,499,0,1,0
34,112,0,169,494,0,6,6
213,0,240,0,496,0,4,0
84,62,0,309,498,0,2,0
0,0,0,420,500,0,0,0
0,70,111,30,495,0,0,5
0,450,0,0,490,10,10,10
0,55,0,438,485,3,8,4
0,305,143,16,480,14,6,14
0,0,0,447,475,13,11,15
217,47,80,0,470,5,9,16
101,377,0,9,483,0,7,10
74,0,202,39,491,0,5,4
0,465,0,0,497,0,3,0
25,0,239,147,492,7,1,0
356,0,124,1,500,0,0,0
21,0,0,442,500,0,0,0
352,126,0,0,500,0,0,0
0,0,116,320,500,0,0,0
148,327,0,0,495,0,5,5
0,0,295,0,497,0,3,0
0,390,0,0,492,0,8,0
0,339,25,0,487,7,6,0
315,37,0,0,482,14,18,0
0,0,21,272,478,6,16,0
0,0,298,85,473,0,27,13
99,203,0,178,468,0,25,7
0,0,0,420,476,0,23,1
54,0,0,441,471,0,21,8
164,173,82,0,479,0,19,2
205,0,0,0,483,0,17,0
83,46,0,277,485,0,15,0
0,100,0,380,487,0,13,0
0,334,0,0,482,7,11,7
0,0,408,0,477,13,9,1
0,42,0,382,472,5,23,0
0,0,381,0,467,12,21,12
288,212,0,0,462,4,28,6
0,0,0,499,474,0,26,0
0,312,50,0,469,0,24,7
216,0,120,64,464,13,35,1
0,0,222,27,462,5,33,0
61,390,10,0,457,0,43,12
259,160,61,0,453,0,41,6
0,261,0,215,461,0,39,0
0,125,0,345,456,7,37,7
0,0,469,30,451,13,35,14
358,18,0,3,446,5,41,16
268,67,0,0,451,0,39,10
0,235,0,69,459,0,37,4
0,389,0,0,454,11,35,11
454,0,0,27,449,13,33,5
189,0,0,307,464,5,31,0
141,0,203,0,471,0,29,0
320,30,0,120,473,0,27,0
0,455,0,0,475,0,25,0
0,0,474,0,470,7,23,0
0,58,171,149,465,0,35,0
0,0,111,54,460,7,40,7
0,28,0,266,455,0,44,7
45,161,0,256,450,7,42,8
134,26,135,99,458,0,40,2
19,0,275,124,462,0,38,0
286,179,0,25,464,0,36,0
0,479,0,0,466,0,34,0
0,0,0,180,461,7,32,0
23,473,0,0,456,0,30,14
0,102,53,330,464,0,28,8
363,0,0,0,459,13,39,15
462,0,0,0,454,5,37,9
0,0,256,0,462,0,35,3
13,75,47,338,457,0,43,0
0,23,0,433,459,0,41,0
212,145,27,104,454,7,39,7
0,83,56,262,462,0,37,1
0,0,101,358,457,8,43,8
0,97,211,126,452,0,46,7
0,0,0,378,447,8,52,9
480,17,0,0,442,0,50,8
23,399,0,0,450,0,48,2
310,0,0,0,454,0,46,0
0,0,0,493,456,0,44,0
64,0,97,75,451,0,42,7
0,184,280,0,459,0,40,1
0,0,447,0,454,8,46,0
0,0,0,448,449,0,51,0
293,0,0,0,444,0,49,7
0,139,0,282,452,0,47,1
85,63,0,47,447,8,45,8
0,89,234,0,455,0,43,2
220,0,80,187,450,9,50,0
51,120,0,292,451,1,48,0
63,339,0,4,454,0,46,0
0,0,151,225,456,0,44,0
0,364,0,118,451,0,49,7
0,142,0,291,0,0,0,0
0,121,0,311,0,142,0,291
331,0,16,127,0,215,0,366
0,0,273,109,0,207,0,360
95,0,0,151,0,199,0,354
306,0,0,13,0,191,0,348
454,0,0,41,0,183,0,342
0,20,0,395,0,175,0,336
316,0,0,80,0,170,0,333
0,0,203,0,11,162,0,327
0,0,244,188,6,154,19,321
352,122,0,0,1,146,38,336
369,0,0,116,0,138,36,330
106,0,185,151,12,130,34,324
0,47,0,339,28,122,32,318
0,0,0,309,23,135,30,333
0,474,0,0,18,127,28,327
128,21,92,176,13,140,26,321
0,111,343,0,29,132,24,315
474,0,0,10,24,145,43,309
130,0,182,185,19,137,41,303
220,226,0,0,35,129,39,297
241,0,58,0,51,121,37,291
427,0,0,0,67,113,35,285
0,0,217,0,83,105,33,279
54,97,0,155,78,97,52,273
147,337,0,0,94,89,50,267
0,55,242,79,110,81,48,261
0,214,3,115,105,94,67,276
61,0,314,0,100,86,65,270
0,0,0,413,95,78,63,264
0,68,0,349,90,70,61,279
0,81,185,74,85,83,59,294
154,0,131,18,80,75,57,288
0,194,228,0,96,67,55,282
0,0,490,0,91,80,74,276
0,0,423,0,86,72,72,270
357,61,0,0,81,64,91,264
0,269,0,0,97,56,89,258
0,75,197,207,92,69,87,252
0,0,63,164,87,82,106,267
43,0,0,391,82,74,104,261
135,0,305,0,77,66,102,255
389,23,68,0,93,58,100,249
0,0,0,210,109,50,98,243
272,0,139,0,104,42,96,258
0,12,0,252,120,34,94,252
0,0,375,68,115,38,92,267
13,172,0,0,110,30,99,270
0,348,0,0,117,22,97,264
0,0,434,0,112,35,95,258
53,28,184,201,107,27,114,252
0,0,0,100,123,19,112,246
167,0,48,78,118,11,110,261
25,0,461,0,134,3,108,255
264,0,234,0,145,0,106,249
0,488,0,0,153,0,104,243
0,300,0,164,148,13,102,237
58,19,0,307,143,26,100,252
0,33,0,381,138,18,98,246
0,178,153,0,133,31,96,261
0,0,58,388,128,23,94,255
110,0,0,227,123,15,113,270
143,0,245,0,118,7,111,264
111,0,0,348,133,0,109,258
259,0,108,0,141,0,107,252
0,0,0,302,149,0,105,246
0,202,0,94,144,0,103,253
0,0,419,0,139,13,101,260
0,181,0,172,134,5,107,254
0,0,235,233,129,18,105,266
0,145,87,223,124,10,106,263
12,488,0,0,119,20,122,275
0,0,0,387,114,12,120,269
231,0,0,0,109,4,118,269
0,271,6,113,121,0,116,263
0,0,463,0,116,13,120,270
0,471,0,0,111,5,120,264
205,198,0,0,106,18,118,258
0,376,0,0,122,10,116,252
0,356,0,0,117,23,114,246
119,120,4,224,112,36,112,240
250,0,245,0,128,28,110,234
0,496,0,0,144,20,108,228
176,222,84,0,139,33,106,222
0,274,0,215,155,25,104,216
144,255,0,0,150,38,102,231
179,144,0,0,145,30,100,225
399,0,0,0,161,22,98,219
80,223,0,0,177,14,96,213
0,8,384,0,193,6,94,207
337,118,0,33,188,8,111,201
291,108,0,79,196,0,109,195
319,0,0,2,204,0,107,189
0,72,0,91,212,0,105,183
76,144,0,174,207,13,103,190
420,0,0,0,210,5,101,184
0,248,72,162,223,0,99,178
0,0,340,0,218,13,110,185
442,0,0,0,213,5,108,179
0,18,246,0,0,0,0,0
419,0,0,46,0,18,246,0
407,0,0,0,246,10,244,0
288,151,60,0,256,2,242,0
0,413,0,0,260,0,240,0
14,85,79,0,255,7,238,0
359,141,0,0,264,0,236,0
0,329,0,84,266,0,234,0
42,0,394,0,261,7,232,7
0,0,492,0,269,0,230,1
0,298,60,0,264,0,236,0
0,288,0,148,259,7,241,0
0,0,1,372,254,7,239,7
170,0,0,240,249,0,238,14
0,290,0,191,256,0,236,8
0,0,109,227,251,13,234,15
44,0,429,0,246,5,240,17
415,0,0,0,251,0,238,11
0,274,38,59,259,0,236,5
326,16,60,66,254,12,246,12
0,0,150,211,249,4,244,6
444,0,0,0,244,0,256,14
82,0,6,182,239,0,254,8
0,218,171,0,246,0,252,2
0,201,248,0,241,9,259,0
19,0,386,0,236,7,263,0
0,267,0,0,239,0,261,0
381,31,0,0,234,7,259,0
29,17,0,183,243,0,257,0
170,61,0,109,245,0,255,0
0,169,53,134,247,0,253,0
0,0,385,0,242,7,258,7
0,173,123,157,237,0,262,1
0,378,0,0,232,8,268,8
0,0,0,365,227,5,266,2
499,0,0,0,222,0,264,14
0,277,0,0,230,0,262,8
252,160,0,0,225,13,260,2
75,180,0,129,237,5,258,0
0,70,166,0,244,0,256,0
0,189,270,0,239,7,261,0
0,418,79,0,234,7,266,0
76,235,0,0,229,7,271,0
140,323,0,0,231,0,269,0
0,0,0,346,233,0,267,0
8,152,17,222,228,0,265,7
0,0,134,207,231,5,268,6
417,72,0,0,226,0,274,8
96,222,0,151,226,0,272,2
0,0,0,499,230,0,270,0
398,0,0,0,225,0,268,7
55,0,170,0,233,0,266,1
0,401,0,35,236,0,264,0
16,0,204,3,231,7,262,7
0,110,36,118,239,0,260,1
38,93,221,92,234,8,266,8
244,16,166,0,234,0,264,2
196,142,0,0,238,0,262,0
358,0,32,23,240,0,260,0
18,302,147,0,242,0,258,0
0,0,458,0,244,0,256,0
0,0,0,496,239,0,261,0
0,0,29,372,234,0,259,7
42,198,55,0,229,0,270,14
93,150,0,28,224,0,268,8
0,253,53,0,232,0,266,2
0,391,0,0,227,9,273,0
0,0,365,0,222,7,271,0
0,0,475,21,217,0,283,0
0,132,0,188,212,0,288,7
0,67,356,0,207,6,286,7
128,24,21,41,202,13,297,1
448,0,0,0,200,5,295,0
93,214,7,0,207,0,293,0
187,6,217,0,209,0,291,0
0,150,169,106,211,0,289,0
348,0,0,0,206,7,294,7
243,0,0,174,207,0,292,1
0,449,0,0,210,0,290,0
0,0,195,216,205,7,288,0
0,131,217,0,200,0,300,14
212,0,0,180,195,0,298,8
0,309,179,11,202,0,296,2
0,0,24,445,197,9,303,9
297,0,0,158,192,1,304,6
330,6,0,104,198,0,302,0
42,0,0,341,200,0,300,0
122,0,116,0,202,0,298,0
312,45,76,0,204,0,296,0
0,2,0,396,206,0,294,0
359,133,0,0,201,2,292,7
384,0,88,0,209,0,290,1
110,0,0,286,212,0,288,0
205,0,101,103,214,0,286,0
120,87,229,0,216,0,284,0
226,0,0,113,218,0,282,0
416,0,0,0,220,0,280,0
294,0,0,0,222,0,278,0
0,0,473,0,224,0,276,0
0,72,0,345,219,0,281,0
2,0,71,85,0,0,0,0
253,93,0,133,2,0,71,85
0,258,135,14,253,93,69,178
0,409,39,16,248,85,67,172
0,240,85,0,243,77,65,166
0,92,105,193,238,69,63,160
7,99,236,94,233,61,61,154
7,97,0,139,235,58,64,153
0,0,305,101,237,54,62,151
188,116,116,12,232,46,77,162
0,315,0,0,231,38,75,156
158,0,0,340,226,51,73,150
0,0,351,0,242,43,71,144
0,167,106,174,237,35,90,138
0,0,131,121,232,48,109,153
148,41,95,0,227,40,107,147
183,32,198,78,222,32,105,141
153,0,93,240,238,24,103,135
17,0,387,0,254,16,101,129
487,0,0,0,266,8,103,123
2,0,30,326,282,0,101,117
0,227,0,83,279,0,110,122
193,34,3,89,274,2,108,118
0,0,389,0,282,0,106,112
0,465,0,0,277,0,117,106
72,169,0,121,272,13,115,100
221,0,7,0,288,5,113,94
45,0,231,163,301,0,111,88
0,159,90,131,309,0,109,82
0,386,0,99,304,13,120,89
191,0,15,55,299,5,118,83
19,0,351,0,307,0,116,77
76,0,0,153,315,0,114,71
27,135,270,37,323,0,112,65
0,345,0,0,331,0,110,59
0,288,138,35,326,13,108,53
0,0,172,0,321,26,127,68
98,306,0,0,316,18,125,62
346,78,0,0,311,10,123,56
0,150,0,306,327,2,121,50
0,158,220,45,322,15,119,59
0,420,7,0,317,13,123,59
54,0,1,314,312,14,128,53
0,2,76,162,321,6,126,47
422,0,0,28,316,2,143,60
0,0,0,357,311,0,141,54
0,175,0,240,306,0,139,55
82,0,293,93,301,13,137,62
212,0,258,0,304,5,135,56
0,181,260,0,317,0,133,50
0,458,0,0,312,13,144,44
0,66,67,84,307,13,142,38
53,203,0,43,302,26,161,53
66,0,163,0,297,18,159,47
213,0,0,275,292,10,157,41
79,0,18,290,308,2,155,35
0,133,0,264,318,0,153,29
0,81,299,27,313,13,151,36
248,42,210,0,308,13,157,38
15,249,127,32,308,5,155,32
137,127,230,0,318,3,156,29
63,0,0,373,323,0,154,23
380,45,0,0,331,0,152,17
292,0,80,0,339,0,150,11
490,0,0,0,347,0,148,5
28,0,459,0,354,0,146,0
0,107,317,0,356,0,144,0
0,0,0,452,351,7,149,0
250,0,156,0,346,0,147,7
365,0,0,69,354,0,145,1
40,40,0,232,357,0,143,0
191,0,123,0,359,0,141,0
0,188,0,145,361,0,139,0
76,34,0,62,356,7,137,7
0,432,0,0,364,0,135,1
0,491,0,0,359,8,133,0
29,0,384,84,354,15,131,0
196,0,0,0,364,7,129,0
46,301,0,89,373,0,127,0
70,285,0,0,375,0,125,0
103,27,18,178,377,0,123,0
0,0,494,0,379,0,121,0
293,104,33,0,374,0,126,0
0,0,386,52,376,0,124,0
0,25,0,362,371,0,129,7
100,241,0,0,366,6,127,7
0,446,43,0,374,0,125,1
186,0,45,91,369,8,131,0
23,22,129,263,371,0,129,0
0,61,254,0,373,0,127,0
0,323,0,0,368,7,132,0
0,164,156,74,363,7,130,0
281,0,0,68,358,14,142,14
0,0,0,386,353,6,140,8
0,0,395,86,348,0,138,14
223,0,213,0,343,0,149,21
79,124,4,0,338,0,147,15
317,51,65,0,346,0,145,9
0,0,0,470,354,0,143,3
275,195,0,0,349,0,141,10
26,126,0,326,0,0,0,0
161,256,0,54,26,126,0,326
226,49,85,0,62,118,0,320
0,0,429,0,76,110,0,314
269,0,0,157,71,102,19,308
0,427,0,66,87,94,17,302
155,0,313,19,82,107,15,317
105,0,351,0,77,99,13,311
0,222,253,0,93,91,11,305
173,133,0,0,88,104,30,299
0,1,0,404,83,96,28,293
89,175,211,20,78,89,26,308
238,216,0,0,93,81,24,302
0,381,0,0,109,73,22,296
0,0,444,17,104,86,20,290
0,376,0,0,99,78,39,301
11,160,170,9,94,74,37,295
443,0,0,0,100,76,45,298
45,176,60,105,97,68,43,292
0,279,75,0,113,60,41,286
0,175,0,278,108,73,60,280
0,0,202,213,103,65,58,274
218,225,0,0,98,57,77,289
0,360,0,0,93,49,75,283
0,0,0,444,88,62,73,277
473,0,0,0,83,54,71,292
111,0,274,0,99,46,69,286
172,137,0,84,115,38,67,280
143,0,166,0,131,30,65,274
0,0,442,0,147,22,63,268
0,0,352,0,142,14,82,262
0,0,143,85,137,6,101,256
140,0,161,0,132,0,118,269
123,75,19,142,127,0,116,263
0,38,181,0,129,0,114,257
0,72,358,0,124,13,125,251
0,0,119,351,119,13,131,245
41,13,49,220,114,5,142,252
0,362,0,51,114,0,140,246
208,51,0,141,109,13,138,253
0,320,0,0,112,5,136,247
207,0,47,0,107,18,134,241
0,73,0,337,123,10,132,235
0,7,0,352,118,23,130,250
0,72,0,345,113,15,128,244
0,363,112,0,108,28,126,259
105,313,0,36,103,20,124,253
228,0,101,0,119,12,122,247
257,0,201,0,135,4,120,241
88,28,208,88,147,0,118,235
107,114,87,34,155,0,116,229
0,407,65,0,163,0,114,223
0,0,440,58,158,13,125,217
490,0,0,0,153,5,131,219
0,95,393,0,158,0,129,213
0,203,0,119,153,13,140,207
272,0,110,0,148,13,138,209
97,394,3,0,156,5,136,203
0,0,0,489,169,0,134,197
295,0,77,0,164,0,132,204
15,89,66,109,172,0,130,198
0,243,158,0,180,0,128,192
432,0,0,0,175,13,139,186
0,225,0,0,178,5,137,180
269,18,0,1,173,18,135,174
255,0,0,83,189,10,133,168
0,129,15,157,205,2,131,162
156,0,0,245,200,15,144,171
0,97,85,135,195,7,142,165
54,102,318,0,190,11,151,170
2,0,21,194,185,3,149,164
35,0,165,294,182,0,160,171
0,0,0,386,177,0,158,165
219,217,0,0,172,0,156,172
0,56,0,416,180,0,154,166
31,136,111,65,175,13,152,173
471,0,27,0,178,5,150,167
0,0,85,213,191,0,148,161
330,166,0,0,186,0,159,168
8,68,0,230,181,0,157,162
0,0,0,382,184,5,155,161
327,0,0,0,179,0,153,168
117,197,26,0,187,0,151,162
0,207,39,172,195,0,149,156
0,0,216,118,190,13,160,163
498,0,0,0,185,5,158,157
254,201,0,0,193,0,156,151
0,0,273,177,201,0,154,145
0,0,36,381,196,0,165,152
0,112,229,0,191,0,163,146
114,0,0,371,186,13,174,140
19,164,184,126,189,5,172,134
0,0,197,273,202,0,170,128
0,183,170,0,197,0,181,135
0,229,0,203,192,0,179,129
0,0,0,428,187,13,177,136
0,454,0,0,182,5,175,138
0,18,82,285,177,18,173,132
310,0,0,79,172,28,192,147
0,0,470,0,167,20,190,141
328,142,27,0,0,0,0,0
235,0,22,180,328,142,27,0
268,0,0,167,341,134,25,0
0,0,478,0,351,126,23,0
333,0,0,149,346,118,36,0
0,79,323,71,356,110,34,0
315,0,64,20,351,117,47,15
0,491,0,0,346,109,45,9
0,0,77,407,341,113,43,3
384,0,0,0,336,105,59,18
377,0,0,0,334,97,57,12
0,0,330,0,350,89,55,6
312,0,93,0,345,81,74,0
144,0,356,0,355,73,72,0
0,0,0,349,365,65,70,0
243,0,255,0,360,57,68,15
0,0,352,139,376,49,66,9
203,233,0,0,371,41,85,24
457,0,0,0,366,33,83,18
209,98,167,0,382,25,81,12
0,0,0,495,398,17,79,6
34,0,0,455,393,9,77,21
0,0,0,492,409,1,75,15
195,146,133,0,404,0,73,23
0,465,0,0,412,0,71,17
357,0,0,0,407,13,69,11
0,141,121,0,423,5,67,5
242,0,0,118,418,17,82,0
281,213,0,0,413,9,80,0
0,367,0,74,421,1,78,0
112,383,0,0,416,8,76,8
0,0,467,0,424,0,74,2
231,32,0,73,419,0,81,0
308,0,0,0,421,0,79,0
171,0,69,92,423,0,77,0
0,0,0,332,425,0,75,0
0,324,0,0,420,0,73,7
0,0,331,0,415,13,71,1
0,0,0,296,410,5,85,0
73,0,94,226,405,0,83,12
0,296,203,0,413,0,81,6
127,0,185,0,408,13,92,0
0,0,229,0,405,5,90,0
212,48,135,60,400,0,100,0
122,2,0,144,402,0,98,0
294,0,34,40,404,0,96,0
0,223,0,261,406,0,94,0
0,0,0,420,401,7,92,7
0,0,97,320,396,0,90,14
0,0,317,0,391,0,101,21
118,75,105,83,386,0,99,15
0,149,246,86,394,0,97,9
0,0,16,436,389,13,108,16
188,151,0,0,384,5,106,10
116,144,0,53,392,0,104,4
72,124,0,41,398,0,102,0
0,69,299,0,400,0,100,0
75,121,33,38,395,7,105,0
234,29,140,0,397,0,103,0
0,400,0,0,399,0,101,0
0,163,0,198,394,7,99,0
38,0,143,313,389,14,97,14
0,0,0,495,391,6,95,8
54,425,0,0,386,0,93,21
0,0,0,261,394,0,91,15
17,0,207,230,389,0,89,22
5,275,0,59,397,0,87,16
0,87,159,0,397,8,85,18
242,223,0,0,392,13,96,12
0,319,178,0,395,5,94,6
0,104,110,285,390,18,110,0
78,57,11,111,385,10,108,0
0,78,0,277,392,2,106,0
10,0,0,452,387,9,104,9
14,127,52,230,392,1,102,5
111,61,190,17,400,0,100,0
31,0,0,393,402,0,98,0
0,255,0,183,404,0,96,0
232,0,143,0,399,7,94,7
0,0,0,490,407,0,92,1
0,200,265,0,402,0,90,8
239,120,0,0,397,13,101,2
151,259,0,42,396,5,99,0
238,82,0,0,403,0,97,0
0,0,401,20,405,0,95,0
490,0,0,4,400,0,100,7
0,0,0,486,401,0,98,1
0,429,0,0,396,0,96,8
216,0,0,0,391,13,94,2
50,122,246,4,403,5,92,0
0,28,41,372,410,0,90,0
0,430,0,0,405,7,95,7
0,56,1,270,400,6,93,1
339,0,0,0,395,14,92,14
0,0,323,0,396,6,90,8
177,0,0,241,391,0,107,2
177,82,0,204,395,0,105,0
0,0,337,0,397,0,103,0
0,182,51,223,392,0,108,0
0,0,197,105,387,7,113,7
269,112,1,0,0,0,0,0
0,455,0,1,269,112,1,0
0,471,0,0,264,236,0,1
0,0,451,20,259,241,0,0
61,115,197,46,254,233,13,13
148,0,0,257,257,225,11,7
0,0,247,29,273,217,9,1
0,278,55,0,268,209,23,16
328,0,154,0,263,206,26,10
0,454,3,0,274,198,24,4
27,106,0,351,269,209,25,0
0,0,427,0,276,201,23,0
293,17,72,0,271,193,36,0
234,120,49,0,281,185,34,0
0,112,9,316,291,177,32,0
108,0,272,0,286,184,39,15
0,226,0,182,281,176,37,9
0,0,278,9,276,186,35,21
228,243,0,0,271,178,36,18
156,275,8,0,284,170,34,12
0,267,0,209,300,162,32,6
0,119,355,21,295,175,30,21
117,0,325,0,290,167,28,15
174,0,0,269,306,159,26,9
0,0,380,95,322,151,24,3
399,0,0,0,317,143,40,18
0,0,498,0,315,135,38,12
77,0,350,45,310,127,57,6
0,0,164,239,326,119,55,0
0,389,100,0,321,111,68,15
3,40,0,404,316,109,72,9
14,421,0,29,314,113,70,15
414,47,0,0,318,105,68,9
0,487,0,0,334,97,66,3
0,106,0,91,329,107,64,0
329,102,0,64,324,114,62,15
0,41,185,262,325,106,60,9
0,308,0,0,320,119,79,24
0,0,0,349,315,111,77,18
62,67,0,229,310,103,75,12
0,0,0,385,326,95,73,6
7,0,335,0,321,87,71,21
0,50,339,83,323,79,83,15
275,0,0,127,318,92,102,30
294,0,82,0,313,84,100,24
0,0,0,398,308,76,98,18
46,138,0,30,303,68,96,33
107,377,0,0,319,60,94,27
0,0,318,0,335,52,92,21
0,11,0,375,330,44,111,15
0,0,91,382,325,47,109,30
0,0,0,466,320,39,117,34
82,63,141,199,315,31,115,39
0,0,0,453,331,23,113,33
145,180,0,0,326,15,111,48
0,144,246,0,342,7,109,42
118,0,0,373,337,20,127,36
48,212,194,0,333,12,125,30
67,234,169,0,349,4,123,24
338,0,0,0,361,0,121,18
0,0,496,0,369,0,119,12
0,0,427,60,364,0,130,6
0,253,86,27,359,0,141,13
113,186,65,15,354,0,139,7
0,50,161,194,362,0,137,1
296,0,78,97,357,8,143,8
310,0,117,0,357,0,141,2
0,0,367,0,361,0,139,0
0,0,64,400,356,0,144,0
168,0,0,237,351,0,149,7
0,0,366,0,352,0,147,1
426,0,0,0,347,0,153,0
0,0,131,197,349,0,151,0
0,344,0,79,344,0,156,7
52,0,0,150,339,6,154,7
0,0,255,31,347,0,152,1
0,80,56,106,342,0,158,8
361,46,73,0,337,5,161,7
304,0,0,136,340,0,159,1
0,87,0,166,343,0,157,0
432,0,0,0,338,7,155,7
277,222,0,0,346,0,153,1
199,43,253,0,349,0,151,0
84,0,0,180,351,0,149,0
0,191,120,159,353,0,147,0
0,471,0,0,348,7,152,7
0,0,263,76,343,6,150,1
108,257,0,92,338,0,162,14
419,0,0,0,333,0,160,8
485,0,0,0,340,0,158,2
0,204,183,112,344,0,156,0
0,0,393,65,339,7,161,7
27,0,447,0,334,0,165,7
429,0,0,0,336,0,163,1
0,0,387,8,339,0,161,0
96,0,309,70,334,0,166,7
0,31,248,216,335,0,164,1
0,69,190,239,330,8,170,8
0,235,49,163,325,5,173,7
0,95,32,364,320,8,179,9
0,0,333,61,0,0,0,0
183,0,94,76,0,0,333,61
41,0,253,110,114,0,331,55
197,0,11,180,122,0,329,49
0,0,195,215,130,0,327,43
211,125,0,0,125,0,338,50
306,61,0,0,120,0,336,44
104,364,0,0,128,0,334,38
0,0,382,0,136,0,332,32
75,325,0,0,131,0,343,26
0,0,0,376,139,0,341,20
197,180,20,0,134,0,339,27
263,0,0,123,142,0,337,21
256,0,114,0,150,0,335,15
32,0,181,247,158,0,333,9
0,365,91,0,166,0,331,3
110,125,0,234,161,10,339,0
0,51,0,274,161,2,337,0
0,490,0,0,156,9,335,9
0,0,0,439,151,13,333,3
0,79,295,0,146,5,331,18
35,0,98,315,141,18,347,12
239,0,0,245,139,10,345,6
117,254,0,0,155,2,343,0
139,110,37,120,159,0,341,0
172,135,0,36,161,0,339,0
71,209,128,34,163,0,337,0
0,443,0,0,165,0,335,0
0,0,323,77,160,7,333,0
6,99,294,60,155,0,345,14
189,0,303,0,150,0,343,8
0,49,325,8,157,0,341,2
0,371,0,0,152,9,348,8
41,0,223,0,147,5,346,2
0,38,0,342,156,0,344,0
275,0,0,84,151,7,342,7
489,0,0,0,159,0,340,1
0,0,135,290,162,0,338,0
86,178,49,81,157,0,343,7
113,324,0,19,158,0,341,1
138,0,86,42,161,0,339,0
226,0,12,0,163,0,337,0
72,63,162,0,165,0,335,0
95,29,0,141,167,0,333,0
76,326,0,98,169,0,331,0
0,0,338,73,171,0,329,0
295,0,0,0,166,0,334,7
196,271,0,0,167,0,332,1
0,0,61,435,170,0,330,0
0,449,0,0,165,0,335,7
0,72,117,279,160,6,333,1
34,0,0,330,155,14,345,14
0,324,0,82,150,6,343,8
47,0,0,333,145,12,341,14
0,135,335,0,149,4,339,8
6,0,0,453,144,17,354,2
0,0,488,0,139,9,352,0
106,7,331,0,134,1,365,0
109,136,68,91,137,0,363,0
0,296,71,58,139,0,361,0
0,0,164,274,134,7,366,7
215,0,226,0,129,0,370,7
80,0,373,0,131,0,368,1
19,149,0,310,134,0,366,0
21,343,0,88,136,0,364,0
0,163,123,79,138,0,362,0
55,248,106,0,133,7,367,7
42,92,222,0,134,0,365,1
0,0,379,110,137,0,363,0
0,0,476,0,132,0,368,7
69,242,0,0,127,0,372,1
125,205,0,0,130,0,370,0
147,143,106,100,132,0,368,0
0,227,110,0,134,0,366,0
220,0,0,277,129,7,371,0
63,146,125,0,131,0,369,0
5,376,26,0,133,0,367,0
20,426,0,16,133,2,367,0
86,0,0,400,135,0,365,0
0,0,0,456,137,0,363,0
0,0,0,381,132,0,361,7
0,271,0,80,127,0,359,14
0,356,0,60,122,13,357,21
277,0,148,74,117,13,355,23
0,0,120,128,125,5,353,17
458,0,24,0,120,0,369,29
484,0,0,0,115,0,367,23
1,1,201,221,118,0,365,17
0,0,0,491,114,1,375,23
0,214,0,219,109,0,373,18
3,453,26,0,104,13,371,25
